country,year,population,eci_trade,exports,fitness_trade,eci_publications,fitness_publications,documents,citations,eci_patents,fitness_patents,patents,eci_services,fitness_services,service_exports,gdp_start,emissions,hum_cap,eci_similarity_trade,eci_similarity_publications,eci_similarity_patents,eci_similarity_services,entropy_trade,entropy_publications,entropy_patents,entropy_services,hhi_trade,hhi_publications,hhi_patents,hhi_services,nat_res
IRN,2003,66870064,0.388178826002698,0.392775271187483,0.656667315641524,0.348279120176705,0.723648530117506,0.574642604192426,109176,0.344555953087779,0.216469617851634,0.0586219990516352,NaN,NaN,NaN,10531.0185989483,-14.1597893405489,7.118,0.328846771698411,0.372124465505247,0.252585206167566,NaN,0.379818630706129,0.988297427114704,0.581057055842042,0.379818630706129,0.578206570846665,0.00818326947343615,0.399040100159834,0.578206570846665,5.83882537528775
ISR,2003,6496925,0.751313193521373,0.757507303355531,0.832080806187269,0.851960832421354,0.878552728936352,0.972015498487257,1166340,0.843885682811527,0.856713568595623,0.94712912542747,0.695787790621358,0.839919374520836,0.855891901415621,29082.1353713157,-14.742419029,10.743,0.697613377704515,0.854350117923016,0.852222743016359,0.722796461481341,0.883718900331443,0.996917483176547,0.915913699211045,0.883718900331443,0.0919602226905986,0.00217175746200509,0.078177161305563,0.0919602226905986,7.648165484842
ITA,2003,57072104.5,0.78663728801244,0.747213251000405,0.968293914665197,0.607259296713493,0.81216232061238,0.883972900666448,3220934.5,0.974287429270611,0.97750399984651,0.736985354523587,0.409751809696033,0.631500225777749,0.890420615480331,43654.9915810719,-15.3635029044661,9.259,0.875965664701149,0.610317550950535,0.974962149552792,0.432229913816199,1,0.995879107522305,0.955702140181317,1,0,0.00289799252718573,0.0417104221745613,0,7.14241066559031
JOR,2003,5272843.25,0.52528744271552,0.446927002341438,0.745210723487772,0.355343140518574,0.685341414450927,0.671439910963103,37156.25,0.107108513673796,0.0438350157916959,0.272264812938315,NaN,NaN,NaN,9178.2439754545,-14.6236936449574,8.86,0.426318232273624,0.37057883998319,0.0719097669716483,NaN,0.945573985515381,0.97914573354309,0.166641343367122,0.945573985515381,0.0401559506296692,0.0148802765244102,0.811361155461508,0.0401559506296692,5.20559711121182
JPN,2003,127288750,1,0.712480095396767,0.924765186845072,0.489947173429434,0.776482082737713,0.887815737907431,5541954,0.826597894439368,0.896378337257681,0.841252039000343,0.439251224040467,0.758234528536366,0.941353386456321,36447.4732358687,-15.1071966388701,12.386,0.945882987050924,0.463491665131239,0.912475074095813,0.238643893758924,0.968896986339627,0.989795754391103,0.961159960037979,0.968896986339627,0.0228811451643529,0.0072009729722828,0.0360010650835355,0.0228811451643529,5.83133929275253
KAZ,2003,14877482,0.507323725497813,0.492948773633894,0.67591349527634,0.191874580050249,0.437210043827419,0.381397360698149,7073.5,0.626358892850371,0.365097002162476,0.268184834045889,0.412099642525354,0.393383443483468,0.456045071151874,12189.7281210538,-13.9371643862671,10.099,0.480148602177416,0.123868314992168,0.340684242569603,0.286214077221589,0.735250661282708,0.848582764573517,0.718589581036761,0.735250661282708,0.22232298697468,0.112901214224106,0.265380695092366,0.22232298697468,6.56782669655709
KEN,2003,33310913.25,0.435774709817945,0.130888727976479,0.773688016920383,0.492135729362109,0.684518518970137,0.482492603471718,59800.25,0,0.118051351620103,0.0658279947089651,NaN,NaN,NaN,3179.51275471134,-14.7884139814983,6.769,0.403348880889428,0.410512356112219,0.0471164224976648,NaN,0.91127608093439,0.957239460211516,0.39249484778149,0.91127608093439,0.0676328926615968,0.0308778499597807,0.577943523789737,0.0676328926615968,3.88604864362013
KOR,2003,47478835.25,0.685506040069489,0.72101962487237,0.84749395135002,0.446416133690238,0.754543129824517,0.834687825901969,1364688,0.912795071378971,0.901076674521125,0.715482733869139,0.318339576207986,0.652956607008573,0.775499210371077,24677.3257527034,-14.6198676069704,10.702,0.677975097094723,0.460448646854631,0.963042788057288,0.235802358132314,0.968381941310387,0.986888226251976,0.96814896119505,0.968381941310387,0.0229215752851618,0.00922996989763983,0.029549361990344,0.0229215752851618,6.47511903891847
LBN,2003,4101089,0.55073364078152,0.372725989127393,0.805765465454734,0.525776197360669,0.683121161847559,0.649654460782124,29498.75,0.342353487952255,0.17833683847586,0.351178761526191,NaN,NaN,NaN,14208.8343902949,-14.8881437707578,8.166,0.469309968501797,0.401658952641635,0.106619380594397,NaN,0.975366695035528,0.946888495707761,0.54594840162409,0.975366695035528,0.0178861553302276,0.0397198275511342,0.431352563808437,0.0178861553302276,5.37780324700459
LKA,2003,18993961.25,0.333896755240961,0.35163037993593,0.748140847177578,0.328601716779306,0.562271054388597,0.429390353866186,21461,0.382467225389664,0.254707302165892,0.214314208768639,NaN,NaN,NaN,6016.97923889558,-15.4687258006311,9.089,0.295538910312506,0.362544737444763,0.285846977766908,NaN,0.959060175235586,0.942739752949038,0.602361547270675,0.959060175235586,0.0297591565530008,0.0420562930154912,0.380043921978413,0.0297591565530008,4.4815426419188
LTU,2003,3457158.5,0.555368248419359,0.603882743847194,0.786963256834603,0.263345742361611,0.631704102315252,0.738079410606273,34582.25,0.503815557005023,0.327807544167861,0.432230087191831,0.175836097482177,0.36134612904596,0.583392474956304,15640.8210049942,-14.7948804922024,11.759,0.610461462733183,0.232699064750995,0.298812873163552,0.140881860639939,0.969177057326942,0.964804205118834,0.688175058636446,0.969177057326942,0.0227045769669488,0.0250956647539717,0.294195399703399,0.0227045769669488,6.67195526505724
LVA,2003,2325712,0.599372291154391,0.567658727520012,0.776094304433203,0.219994136736184,0.595504825975817,0.700783330011384,18258.25,0.585969472860005,0.459826644387105,0.56995771156253,0.16955696449992,0.330130206175271,0.627326000727814,14686.0967440703,-14.948792410104,11.563,0.591242261933678,0.237905795736274,0.548094530235012,0.126861437979839,0.948666315927639,0.946266188605084,0.732199042695168,0.948666315927639,0.0379267630347535,0.0387701793715091,0.254148650566768,0.0379267630347535,6.76089046113523
MAR,2003,29289411,0.348176084347938,0.365283156870945,0.727985033725237,0.307953255032379,0.690608679627019,0.557039172553472,51009.75,0.268477460691039,0.271748984657407,0.171784191163633,0.236918186021012,0.525756974072477,0.389751655868804,4667.83233681902,-14.7013787156847,3.61,0.321203866109945,0.316708470887425,0.280097990760094,0.19073136674254,0.962151848456294,0.984426649048745,0.613641566647933,0.962151848456294,0.0271752132220127,0.0109642976053215,0.366691352954032,0.0271752132220127,4.77695622838857
MEX,2003,100990945.25,0.647953372508704,0.599872341179507,0.818843685382672,0.43492295022862,0.749227258073577,0.628700443073874,370986.75,0.854892695835099,0.778227810604239,0.354737872801672,0.286670843525352,0.305560679909254,0.660692248441279,17398.5806574597,-14.9994367855818,7.67,0.547480998968227,0.425296448137678,0.896526712845358,0.177456522526938,0.969433270095166,0.994813629847743,0.961553493128756,0.969433270095166,0.0221031448098668,0.00362475508502058,0.035713946628423,0.0221031448098668,5.89312415144537
MKD,2003,2027040.5,0.513344306661806,0.478422031042586,0.765671954602058,0.119542962735497,0.44954213023993,0.573816185764186,8898,0.676953211803937,0.208698203281023,0.409468789883448,NaN,NaN,NaN,10116.1849345031,-14.3695395702298,8.564,0.530001201105038,0.115398837493495,0.472170068325755,NaN,0.97425335419007,0.881092668907528,0.637795742030718,0.97425335419007,0.0183876536352622,0.0871997572523473,0.340340241182218,0.0183876536352622,5.8894256820779
MYS,2003,23952644.75,0.555230003554605,0.744773115938535,0.780826666636634,0.443668509027526,0.738632901369092,0.6301504615224,88095,0.631067776264638,0.582141229472236,0.393510103640208,0.335735243966899,0.57967814529622,0.59212333766714,16119.0200959227,-14.5869386698958,9.677,0.520668600895692,0.409510310558561,0.621228569769307,0.225424282184668,0.935595435555004,0.977930222641826,0.904714007916613,0.935595435555004,0.0476935120618447,0.0159791046948464,0.0882237599574327,0.0476935120618447,6.97997057373703
NLD,2003,16086481,0.758583073155808,0.891478269894573,0.93686148623853,0.812753310137685,0.898976416670844,0.955967454092193,2880865.5,0.88587088590651,0.867693364501201,0.928849702448528,0.639916765605262,0.781753296529473,0.944048576760257,47837.0510416142,-15.1253273905428,10.879,0.897758527574414,0.965228670003403,0.935837155740165,0.658295143182212,0.990779196321523,0.99835269300045,0.968159223390383,0.990779196321523,0.00666334588032527,0.00117214520080101,0.0294215105378463,0.00666334588032527,8.47585347551635
NOR,2003,4526933,0.734554245390948,0.908297063086816,0.755384295280054,0.771290245708661,0.839291814906235,0.945498727937051,642147.25,0.940995693686105,0.887377063389149,0.901753938138663,0.615984039142115,0.816087260020173,0.965531995488088,58103.6920220795,-15.5170852563983,11.804,0.829311084994676,0.773167144777899,0.969252024390476,0.64410490981657,0.771001924416489,0.992092748507395,0.969675865479706,0.771001924416489,0.189032840019934,0.00577161126388083,0.0281863682502659,0.189032840019934,9.33073980880155
NZL,2003,3928475,0.634472429156302,0.728179733649887,0.807937350044591,0.825941899590052,0.865043168549301,0.944530711049904,502088.5,0.94546027077627,0.896900907891296,0.836090092915127,0.557850003449268,0.570240534980041,0.845883981661666,34243.4026436262,-14.3276640536414,12.26,0.573971296076132,0.898049768296236,0.969113677992092,0.548174884362604,0.976371067654523,0.99670369442869,0.964987758133976,0.976371067654523,0.0169593615438869,0.00234403248750578,0.0327336472817361,0.0169593615438869,7.97129832981522
PHL,2003,80520464,0.426112485046576,0.447114088101595,0.74621634622516,0.419486288167599,0.628689866549199,0.355543659234625,44593.25,0.581812764575967,0.401107979526321,0.198202715263551,0.230025269082904,0.567582713060965,0.330959753938011,4551.68128027005,-14.7514663036791,8.315,0.305209043968458,0.442518704278814,0.542982830321326,0.187985705893247,0.829283466649104,0.951722068454158,0.48801688130381,0.829283466649104,0.135120937915254,0.0348335960887174,0.514506798407427,0.135120937915254,4.27551934982976
POL,2003,38235409.75,0.691351556650686,0.545976190086891,0.896618671488922,0.417004887455131,0.7460385456445,0.814905073229778,599634.25,0.850973038405563,0.801245928370733,0.454603071606603,0.0620343241817804,0.0462211652019252,0.647216203078144,16735.9724158329,-14.3594610405322,11.144,0.827340309638725,0.404501727154018,0.902653065772394,0.15277426886963,0.995102547885835,0.990229462369786,0.970223972753574,0.995102547885835,0.00347550842000801,0.00689951043517305,0.0278025058516351,0.00347550842000801,5.99947373546273
PRT,2003,10382768,0.581315343841129,0.673115526851513,0.851300020192724,0.452076268426779,0.775257661784318,0.83500151767557,369104.75,0.698204552260348,0.627351859360864,0.491345350148331,0.0793145436777655,0.18556800246465,0.80460315393024,30596.4019611939,-15.2011125412119,6.546,0.527830534649535,0.485190571015015,0.768135643877662,0.0732105618461183,0.980623619774032,0.99594979688845,0.914663973308575,0.980623619774032,0.0140296762040432,0.0027914333448285,0.0793764327159349,0.0140296762040432,6.67378608955137
ROU,2003,21969940.75,0.571395492414944,0.474215075234527,0.820893267154438,0.308542350342632,0.680842780323,0.701579294578579,100895.5,0.733826114811757,0.615807865927365,0.372432463368016,0.204381833483309,0.522081227200581,0.459169514054083,13319.515926469,-14.5573485586403,9.91,0.688339430770308,0.294851071324684,0.752337126719086,0.156682698016629,0.983801307809197,0.97050726103947,0.952387444906759,0.983801307809197,0.0115433499993459,0.0209352888849427,0.0438999271609811,0.0115433499993459,5.39816205573598
RUS,2003,145632116.5,0.712584273234172,0.487863551188492,0.801882149111218,0.359174611477059,0.730923830654276,0.751232982956354,742406,0.902496775212749,0.951536265467946,0.517812052649762,0.356682703553393,0.387613885910589,0.496924898424686,15889.4829132651,-13.8435682176181,9.409,0.672147128920768,0.317298695850134,0.976390586906752,0.177383427057838,0.891803724150255,0.982422853301309,0.999023060460365,0.891803724150255,0.0828066411621933,0.0124171127865672,0.000907883280294162,0.0828066411621933,6.44920650575141
SAU,2003,21532113.25,0.596812318444021,0.723726133524094,0.552883423699219,0.486398168139623,0.761532582113584,0.64626518996781,89020.25,0.409396748887539,0.337051136942493,0.298185361265745,0.380121610479251,0.35030316694258,0.671351258358629,40437.3039428139,-14.8479372140206,7.962,0.433755078632005,0.388734603740796,0.391286094556762,0.225466780079487,0.413314310791083,0.97676009507659,0.604314538749608,0.413314310791083,0.539154914241921,0.0170118399486295,0.37716028379267,0.539154914241921,8.30828980953706
SGP,2003,4114168.75,0.735767356169191,1,0.814869840431365,0.640385097336959,0.801684212306275,0.966355336679777,567095.5,0.801995031216343,0.785459737493733,0.798175514724204,0.573657796842916,0.517027832890368,0.936056045242496,56198.3222688835,-15.2703806251619,10.826,0.723397605147304,0.536312885114421,0.867973373422351,0.400762843997397,0.907279124179959,0.982295968480196,0.930050715080681,0.907279124179959,0.0695357685754794,0.0125982757228558,0.064853896993986,0.0695357685754794,8.51556754662337
SVK,2003,5379468.25,0.752044341031574,0.687018353947721,0.846528316882335,0.359644022583353,0.708144040726803,0.824239392556868,99970.25,0.775111968655098,0.630020745670387,0.554972986030272,0.159602514232221,0.167090845782662,0.632203817155401,16675.4283696215,-14.4709663857087,11.465,0.670518914606744,0.385413468788195,0.785691891081466,0.140954072262255,0.963417510997095,0.984743434108253,0.933386029588755,0.963417510997095,0.0272427757617229,0.0108257445298969,0.0617592217781689,0.0272427757617229,6.94125517954645
SVN,2003,1992812,0.79675237778053,0.775878143071402,0.871686085228103,0.42783371942696,0.741160510515177,0.918187919756223,121540,0.785876690673765,0.67455697402561,0.709769583397195,0.343817112535328,0.40866259533344,0.770368300116361,27538.966638211,-14.884992058856,11.056,0.822940426072493,0.355886942540437,0.821814801409313,0.291869765863569,0.987046951824556,0.992025991679332,0.926841179396174,0.987046951824556,0.00934808728442723,0.00555532699274524,0.0678709256571964,0.00934808728442723,7.34943410656509
SWE,2003,8912814,0.940367561834494,0.859585147813452,0.887274072420974,0.739714571725778,0.852045901512671,0.987315840606967,2065365,0.984225972497171,0.972824474454226,1,0.800227425732715,0.904697423340811,0.92908228570558,41569.4079514744,-15.5180831755181,11.107,0.914382747333374,0.713098637766392,0.98719237652194,0.81360981092603,0.987529963299389,0.994167268188786,0.972891995320493,0.987529963299389,0.00889197684171333,0.00418929503511733,0.0251789736274064,0.00889197684171333,8.07533479519261
THA,2003,63777697.25,0.534972325291655,0.553818984717574,0.872201285940422,0.477826848701843,0.726892325921661,0.56661366287821,163514.75,0.605763927178643,0.529590754534134,0.250793636104459,0.119665189390572,0.141563812529799,0.453207585390839,10426.8394355747,-14.7060861721042,8.905,0.414522725610219,0.417091820016002,0.593094110248836,0.0429746082745843,0.984114233177165,0.968680641865829,0.806746053552545,0.984114233177165,0.0114116805946486,0.0231268704948232,0.183103271046831,0.0114116805946486,5.86963317419285
TUN,2003,9829701.25,0.432269542792847,0.494130336763147,0.753423565991757,0.301369985919231,0.672256664698306,0.648928189664738,39477.25,0.00552717220658183,0.17288157416201,0.249013283147777,0.21901273294619,0.463869186603766,0.461296338388757,8089.4723833925,-14.7526686660957,6.358,0.272008444926652,0.299725902632746,0.0613932723158593,0.0906845085296648,0.958418331184673,0.968237920239985,0.24738501764328,0.958418331184673,0.0301694378048591,0.0228536150436115,0.740932862432529,0.0301694378048591,5.1733434425036
TUR,2003,64666799.5,0.518615578673807,0.44924799523856,0.848572821881237,0.586921079041536,0.791556442818981,0.716185705723551,510085.25,0.850223803379281,0.712906449180668,0.350633297822742,0.0191840737821143,0.125616797616048,0.584764748319166,15116.4114667652,-15.0801131625356,7.331,0.556224121611744,0.589837603822062,0.867315946798625,0.0461692258461723,0.993505961971308,0.9895215384132,0.937356088723173,0.993505961971308,0.00459771848848124,0.00757336218884583,0.0582160080755269,0.00459771848848124,5.27396767782319
UKR,2003,48463579.75,0.671438392700321,0.403607694776135,0.820187550891825,0.276968361460151,0.672542680105023,0.692065476570785,121087.75,0.83462874740499,0.753603605580693,0.390791328609633,NaN,NaN,NaN,8251.95432914686,-13.7100982357014,9.656,0.624632503371031,0.28014342264592,0.868159078063032,NaN,0.979496300127037,0.967197616979844,0.984097620355109,0.979496300127037,0.0147746478934432,0.0234183765645864,0.0145557050264803,0.0147746478934432,5.68752361769773
URY,2003,3323728,0.564521527805053,0.487676957263283,0.767255989687761,0.418514962228993,0.676592637193967,0.650108294805263,28341.5,0.461563872974389,0.294114441569998,0.399076206706783,NaN,NaN,NaN,13536.762133012,-14.1409531939771,8.174,0.57640571760168,0.3230981319682,0.389383849408166,NaN,0.965586926899994,0.972416147598966,0.684907137293857,0.965586926899994,0.0248663178362807,0.019761843745038,0.295900919082106,0.0248663178362807,6.24636494321765
USA,2003,286216123,0.870411048621612,0.666111907450193,0.987172935896969,1,1,0.932196081760963,25638567.25,0.750403851965544,0.856793435596526,0.911409408987643,0.950770510661781,1,0.98029562298262,50577.5315950363,-14.5771440311755,11.922,0.977131041673171,0.965228670003403,0.844137759114343,0.926211957662484,0.990694943106809,0.99871796805464,0.936460471414661,0.990694943106809,0.00665457437188415,0.000887764093405555,0.0591152550597933,0.00665457437188415,6.33171160023805
UZB,2003,25113587.5,0.401244023568748,0.176555876732948,0.661986634622325,0.164416879968168,0.456102302724437,0.383694395345437,7437.5,0.707254190454945,0.226593170620478,0.163838211500167,NaN,NaN,NaN,3096.17312820377,-12.7293016694695,11.2559090909091,0.319214112168931,0.138863967101772,0.477532481741839,NaN,0.745857082723668,0.861103515392785,0.602245397787737,0.745857082723668,0.210666539049916,0.103468823699212,0.379324356269069,0.210666539049916,3.61042236785917
VNM,2003,81122241.75,0.329328942805324,0.322045611273188,0.798533062150649,0.296917878617066,0.637659633661404,0.332181552270331,33456,0.39666451713302,0.242384878962365,0,0.124272715841015,0.350297464419192,0.165353198258906,3198.34549736087,-14.3835606899398,6.902,0.398166356817375,0.380637342834487,0.0605839141611501,0.093553589822801,0.94190517779605,0.9736670700697,0.678873325192971,0.94190517779605,0.043206891829532,0.0186786710239271,0.300047814537995,0.043206891829532,4.79807744181541
ZAF,2003,45852275.25,0.602115855170532,0.50858893091622,0.878505865080702,0.692468414802106,0.789103436455059,0.673765271801813,298037,0.929373368535083,0.90736702925105,0.580896868720325,0.463180421942167,0.676603820797608,0.5522150494952,11327.3659006671,-14.1219494739953,8.649,0.619482052635617,0.682063410637536,0.974518248577689,0.501493958069823,0.968692010230962,0.994700719898486,0.998250639650143,0.968692010230962,0.0227082510821414,0.00376028326164736,0.00159598273183943,0.0227082510821414,6.37569522183674
ZWE,2003,11935475,0.420119686644344,0.280438782981817,0.733021320038265,0.454043099313481,0.605135990650484,0.470534604163362,20158,0.456870541344348,0.255232381680208,0.222838968286708,NaN,NaN,NaN,4015.97731431866,-14.2831545493992,8.96,0.35443460912781,0.390067245193174,0.252124838372111,NaN,0.870777890025403,0.912861020986831,0.611903585938861,0.870777890025403,0.100727543201971,0.0658983238161982,0.36734032836414,0.100727543201971,4.94716295185944
ARE,2007,5031454.25,0.502671782897153,0.884510049095461,0.65827889475949,0.583640792813852,0.741835669367678,0.712706919838133,55919.75,0.560341408346892,0.457716057148226,0.524133290358529,NaN,NaN,NaN,87924.7415601355,-14.8149612185478,9.619,0.375987574041697,0.503587502263983,0.471375350624833,NaN,0.710169031018022,0.983234419505185,0.80617672876731,0.710169031018022,0.244240077501054,0.0122670710493399,0.185418897736278,0.244240077501054,9.61449138284265
ARG,2007,39089768.25,0.563273944319929,0.511210147839308,0.780364878719612,0.525516763873423,0.755473371680759,0.697356341430838,406282.25,0.635268133064081,0.606179369773225,0.449698822661523,0.256448805034589,0.485235148120934,0.557013107606842,20165.2055025002,-14.6973061755202,9.2015,0.576432865180537,0.578327316039163,0.653617574750965,0.240924340802481,0.961621592619803,0.992795464143856,0.813214545653117,0.961621592619803,0.0279395232092932,0.00528839200229016,0.176830374705028,0.0279395232092932,6.79854163158961
ARM,2007,2968223.25,0.633644771738698,0.356545905288423,0.669814853350413,0.313319122202025,0.529007018833329,0.645556019768854,21904,0.381680937060638,0.392969017437574,0.513016160095061,NaN,NaN,NaN,8016.22857793591,-14.9550418379938,10.335,0.432240972711504,0.257695557984917,0.241928203705106,NaN,0.881951818934503,0.907278956949375,0.793279107265483,0.881951818934503,0.0893406104277633,0.069692567617204,0.192567567691057,0.0893406104277633,5.74624387545844
AUS,2007,20511925,0.546701218060483,0.730150213797594,0.80129750635338,0.940386224265822,0.956448012828078,0.953299847271188,3386758.75,0.938907915578663,0.946404099299877,0.885388700089529,0.308604110223153,0.500954845197944,0.934661827002932,42626.5403324721,-14.1913818415399,12.481,0.619879605351222,0.960911724471531,0.950859089774461,0.215976289565862,0.952191757467709,1,0.975379806112746,0.952191757467709,0.0354405980944599,0,0.0228114269605796,0.0354405980944599,8.43283013905642
AUT,2007,8240980.75,0.882883868542449,0.863487809722828,0.936858190505576,0.737467563980093,0.823202035019248,0.926980265697071,1108728,0.956670898190833,0.967656078234197,0.907539989309274,0.375499658959366,0.523295903231176,0.92122640179394,50356.5170277089,-15.3662103555771,10.844,0.89366939218811,0.730850180458788,0.985122134324331,0.153813941355347,0.996785607949224,0.996350100353259,0.991004836741562,0.996785607949224,0.00233029120664303,0.00265876580750831,0.00841111264301551,0.00233029120664303,8.58130368455458
AZE,2007,8441050,0.411556121562259,0.463827640423042,0.488014797214543,0.249041593458567,0.464490673636268,0.485915131547551,7291.5,0.307660892462274,0.209505219580635,0.321166843275194,NaN,NaN,NaN,8463.87361580172,-13.8451081907482,10.351,0.279581907451447,0.229346106228334,0.175122868360981,NaN,0.439338499021564,0.834830583852233,0.431075914697842,0.439338499021564,0.506513163357247,0.128249750249541,0.559090870596587,0.506513163357247,6.61580851015206
BEL,2007,10518353,0.774839476307605,0.959684097092483,0.937460131958407,0.739098830667703,0.852741253044981,0.939530396729377,1743861.5,0.822822413970831,0.857964485629156,0.900944322428448,0.705463882967016,0.574125315206943,0.940648069382954,46921.4079573508,-15.1647364393193,10.4985,0.878210574203174,0.797805262329768,0.897189963627894,0.647740873239415,0.979100281371305,0.995451756196107,0.931700369444604,0.979100281371305,0.0153180327545654,0.00337108512237642,0.0633532907654009,0.0153180327545654,9.36868564759365
BGD,2007,139900867.25,0.258956978273814,0.16620480375769,0.609730048467661,0.396588301444456,0.677642726978239,0.351535072054803,58963.5,0.048851345609899,0.12114922848002,0.00941012248561685,NaN,NaN,NaN,2346.85334351097,-14.7359129820635,4.758,0.14941120423839,0.42526227499576,0.142699715882691,NaN,0.901703673891584,0.977043460709781,0.550906582722832,0.901703673891584,0.0731907726812082,0.0169969507418503,0.4245442416033,0.0731907726812082,2.17814886696813
BGR,2007,7630548,0.589445470699993,0.574472433789491,0.843292549632349,0.460390312835513,0.737587847411867,0.771190095862593,123292,0.67346852902151,0.654549210390026,0.545943744440069,0.316868573569408,0.524048289921393,0.576427550121162,15365.9866816144,-14.4474866451869,10.169,0.576346402028477,0.465160631703784,0.65896078040275,0.134653598842415,0.984247014405185,0.988067441956426,0.955541698263943,0.984247014405185,0.0114594018949651,0.00873220880501613,0.0408958686356768,0.0114594018949651,6.90954775552554
BHR,2007,928337.5,0.51709105950009,0.746311515507543,0.553461376212876,0.236413260360809,0.414945424494306,0.617212542215173,9121,0.215970445954655,0.183056760193704,0.513733652540221,NaN,NaN,NaN,47266.2622363375,-14.156668542393,8.267,0.386871168543193,0.229742712815489,0.133751469968667,NaN,0.813907687997906,0.654613215840051,0.571711421613741,0.813907687997906,0.146667828889539,0.298497162467241,0.40404010078393,0.146667828889539,8.60569075477941
BIH,2007,3764434.75,0.606988413999331,0.474764836906073,0.754736042728753,0.397733698308318,0.375590709143864,0.505085701917084,7290.5,0.589580990354897,0.39554447363164,0.474481156050409,NaN,NaN,NaN,9663.10576806619,-14.3251083630518,9.313,0.567838247388609,0.253386113789904,0.44018816094231,NaN,0.958813309672923,0.338842585184761,0.840653392532674,0.958813309672923,0.0302593673372928,0.626769474602451,0.147252739348449,0.0302593673372928,6.19790205213968
BLR,2007,9639984.5,0.723170088099541,0.579004914241057,0.77466937804613,0.369633293662517,0.624364873750059,0.679814394158195,40445.25,0.588153097655368,0.615396477646266,0.503278547739788,NaN,NaN,NaN,12603.0919950153,-14.1828391047149,10.515,0.613426838051146,0.389006483264546,0.660884597684859,NaN,0.896157623085926,0.945188379186067,0.942177755537558,0.896157623085926,0.081899648688956,0.0412707592662904,0.0531039836745881,0.081899648688956,7.00753664795069
BRA,2007,187107846.25,0.618021950328961,0.443577701232468,0.845818514588102,0.567959158715784,0.777949713971923,0.679242388618616,1134370,0.876387807109356,0.887548229815111,0.455658470859433,0.544449412943392,0.58448080259764,0.559869984542691,12842.3663176743,-14.804396023018,6.709,0.590137547330331,0.537483832600076,0.911760352829248,0.54800871704122,0.984820260498217,0.995224330006912,0.969253261011557,0.984820260498217,0.0108816439195915,0.00349892336211289,0.0286751698791964,0.0108816439195915,6.14254117250537
CAN,2007,32411151.75,0.700438617939692,0.818579032881303,0.844950765066682,0.906251792032996,0.934403463114604,0.949674621208471,5514825.5,0.873024117068741,0.918021066314823,0.878573282840823,0.627279033822653,0.683829342162476,0.910032381981141,42929.9399086658,-14.4962121898225,12.675,0.794341231179165,1,0.932880001166911,0.486053809944178,0.965140784237942,0.999415653556073,0.937590583513798,0.965140784237942,0.0256499978412081,0.000424712177782471,0.0579536273003049,0.0256499978412081,8.64737765108847
CHE,2007,7465447.75,0.926262668661994,0.909371143379248,0.914684698720053,0.689182728228694,0.821729626304997,1,2733457.75,0.940543906646334,0.940892002493725,1,0.839120319878321,0.67609194579149,1,62803.3205783692,-15.9779810451821,12.1595,1,0.739107673392003,0.987543886918769,0.796955477039604,0.975247095784155,0.994085121464545,0.934190809543256,0.975247095784155,0.018146197246273,0.00437506519958484,0.0615817133526198,0.018146197246273,8.66034151049243
CHL,2007,16270598.25,0.495529170430196,0.648824667434622,0.704656166007798,0.546190711835966,0.758342436963954,0.72792534465223,245418.5,0.603498558510357,0.537564599096115,0.439727378925597,0.346435956897531,0.637162515333641,0.637298031532573,19098.0588129007,-15.179301152885,10.185,0.418686486201922,0.575030696261948,0.541939006777332,0.254832398550306,0.86361495131813,0.990639433656743,0.830957716814019,0.86361495131813,0.106150708979391,0.0068591386107074,0.158900764125366,0.106150708979391,7.96842410549769
CHN,2007,1307175000,0.616579317266248,0.452444967477605,0.977603495558314,0.497851841040619,0.753623968164692,0.664339005500326,3429896.5,0.907452864029401,0.839180085559596,0.426989136754909,0.429655969588275,0.610658770539931,0.391931139688739,5731.70355202864,-13.8094885634321,7.577,0.634561840008013,0.506275783872147,0.893084960662169,0.15436516782292,0.987526826750214,0.984261692746401,0.834718059763912,0.987526826750214,0.00913602337843401,0.0115012045803376,0.156663431936071,0.00913602337843401,5.04656421337575
CIV,2007,18562792.5,0.335301538050424,0.376277182027802,0.611838179319497,0.260210809389921,0.485180486900173,0.344758539480586,10426.5,0.414667749734607,0.189684398281709,0.190768806277404,NaN,NaN,NaN,3516.61487858105,-14.7790310493939,3.578,0.213382545752297,0.244013658424547,0.0676765607656147,NaN,0.867772756765729,0.893591698606759,0.673312753514122,0.867772756765729,0.102759516808937,0.0809585976383094,0.30167632096508,0.102759516808937,5.82883039781488
CMR,2007,17986672.5,0.220251644652885,0.289029440942588,0.474634217539039,0.321072648431087,0.608065701815312,0.48341511289197,26307.5,0.158716715468106,0,0.190940119155898,NaN,NaN,NaN,3176.87605352346,-13.4401970163784,6.021,0.162475033082537,0.369489385766721,0.0677834502811006,NaN,0.715461964506557,0.960543463551897,0.0450562974982131,0.715461964506557,0.23567453614437,0.0290492595585872,0.942928240375701,0.23567453614437,5.36758834483103
COL,2007,42915524.25,0.512065885819321,0.415496639909622,0.717004236111958,0.433972853120686,0.702947303295259,0.535708141427355,93119.25,0.669161197269733,0.605763546392164,0.352719716310648,0.13035715953086,0.455672365489326,0.50475571134279,10378.4833714166,-14.9078159839313,7.3185,0.432901627978737,0.409941209865662,0.666982675007115,0.11428256899937,0.909864015722885,0.982641014573318,0.950914640343273,0.909864015722885,0.0680268667169598,0.0129188342721308,0.0450253331553869,0.0680268667169598,6.11961801297846
